"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","rpk","rpm","tpm"
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",10705,11161,"T7p20","3.5",544968,1195105.26315789,28.7877043990169,41514.4343082357
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11224,11590,"T7p21","3.8",68102,186071.038251366,28.7877043990169,6463.55943052273
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11564,13265,"T7p22","4A",468725,275558.495002939,28.7877043990169,9572.08991670589
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11634,11757,"T7p23","4.1",50434,410032.520325203,28.7877043990169,14243.321198588
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11753,13265,"T7p24","4B",430170,284503.968253968,28.7877043990169,9882.82929095535
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",12987,13326,"T7p25","4.2",166027,489755.162241888,28.7877043990169,17012.6507988811
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",13351,13564,"T7p26","4.3",217743,1022267.6056338,28.7877043990169,35510.5635192195
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",13583,13853,"T7p27","4.5",203898,755177.777777778,28.7877043990169,26232.6501380766
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",13926,14334,"T7p28","4.7",92659,227105.392156863,28.7877043990169,7888.97193777697
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",14352,16467,"T7p29","5",510335,241293.144208038,28.7877043990169,8381.81262609735
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",16482,16839,"T7p30","5.3",134259,376075.630252101,28.7877043990169,13063.7589242769
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",16850,17359,"T7p31","5.5-5.7",206545,405785.854616896,28.7877043990169,14095.8045487904
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",16850,17150,"T7p32","5.5",135188,450626.666666667,28.7877043990169,15653.4421925652
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",17149,17359,"T7p33","5.7",114226,543933.333333333,28.7877043990169,18894.6407742018
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",17358,17517,"T7p34","5.9",86541,544283.018867925,28.7877043990169,18906.7878189868
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",17503,18406,"T7p35","6",384500,425802.879291251,28.7877043990169,14791.1369864487
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",18393,18507,"T7p36","6.3",90495,793815.789473684,28.7877043990169,27574.8207801103
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",18604,18859,"T7p37","6.5",226667,888890.196078431,28.7877043990169,30877.4254368399
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",18863,19130,"T7p38","6.7",246793,924318.352059925,28.7877043990169,32108.0951523002
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",19129,19531,"T7p39","7",353472,879283.582089552,28.7877043990169,30543.7199820483
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",19534,19834,"T7p40","7.3",308914,1029713.33333333,28.7877043990169,35769.2061534611
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",19847,20240,"T7p41","7.7",328244,835226.463104326,28.7877043990169,29013.305525426
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",20239,21850,"T7p42","8",679875,422020.484171322,28.7877043990169,14659.7477284689
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",21949,22873,"T7p43","9",310965,336542.207792208,28.7877043990169,11690.4843514963
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",22966,24162,"T7p44","10B",511496,427672.240802676,28.7877043990169,14856.0730954734
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",22966,24004,"T7p45","10A",468833,451669.556840077,28.7877043990169,15689.6691233047
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",24227,24818,"T7p46","11",40171,67971.2351945854,28.7877043990169,2361.12036765622
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",24841,27226,"T7p47","12",130188,54586.1635220126,28.7877043990169,1896.16242981419
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",27306,27723,"T7p48","13",78478,188196.642685851,28.7877043990169,6537.39666342685
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",27727,28318,"T7p49","14",192530,325769.881556684,28.7877043990169,11316.2854891552
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",28324,30568,"T7p50","15",508030,226394.830659537,28.7877043990169,7864.28912571674
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",30594,34551,"T7p51","16",612118,154692.443770533,28.7877043990169,5373.55954564464
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",34623,36285,"T7p52","17",1145515,689238.868832732,28.7877043990169,23942.1267941139
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",36343,36547,"T7p53","17.5",141896,695568.62745098,28.7877043990169,24162.0039517543
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",36552,36822,"T7p54","18",137784,510311.111111111,28.7877043990169,17726.7038746076
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",36916,37348,"T7p55","18.5",208255,482071.759259259,28.7877043990169,16745.7520258448
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",37031,37283,"T7p56","18.7",125785,499146.825396825,28.7877043990169,17338.8894952621
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",37369,39130,"T7p57","19",600606,341059.625212947,28.7877043990169,11847.4061177519
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",38015,38273,"T7p58","19.2",129188,500728.682170543,28.7877043990169,17393.8385371097
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",38552,38726,"T7p59","19.3",88328,507632.183908046,28.7877043990169,17633.6458396239
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",39388,39538,"T7p60","19.5",97254,648360,28.7877043990169,22522.1153800003
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",890,1468,"T7p01","0.3",13555,23451.5570934256,16.4227687043747,1427.99046345813
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1277,1433,"T7p02","0.4",1,6.41025641025641,16.4227687043747,0.390327387887333
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1468,3138,"T7p03","0.7",23299,13951.497005988,16.4227687043747,849.52161582058
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1495,1639,"T7p04","0.5",0,0,16.4227687043747,0
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1635,1972,"T7p05","0.6B",0,0,16.4227687043747,0
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1635,1797,"T7p06","0.6A",0,0,16.4227687043747,0
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",3138,5887,"T7p07","1",62490,22731.9025100036,16.4227687043747,1384.16992403652
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",5887,6448,"T7p08","1.2",109645,195445.632798574,16.4227687043747,11900.8941985837
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",6006,6135,"T7p09","1.1",26351,204271.317829457,16.4227687043747,12438.2996257534
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",6448,7588,"T7p10","1.3",218088,191305.263157895,16.4227687043747,11648.7826505731
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",7607,7763,"T7p11","1.4",19046,122089.743589744,16.4227687043747,7434.17542970215
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",7790,7880,"T7p12","1.5",26672,296355.555555556,16.4227687043747,18045.4076222003
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",7905,8166,"T7p13","1.6",77804,298099.616858238,16.4227687043747,18151.6053854446
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",8165,8756,"T7p14","1.7",203500,344331.641285956,16.4227687043747,20966.7229371765
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",8748,8895,"T7p15","1.8",75041,510482.993197279,16.4227687043747,31083.8569541138
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",8897,9092,"T7p16","2",75407,386702.564102564,16.4227687043747,23546.7338707361
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",9157,9856,"T7p17","2.5",278587,398550.786838341,16.4227687043747,24268.1848604599
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",9856,10276,"T7p18","2.8",179726,427919.047619048,16.4227687043747,26056.449757163
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",10256,10706,"T7p19","3",198253,440562.222222222,16.4227687043747,26826.3062186869
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",10705,11161,"T7p20","3.5",296384,649964.912280702,16.4227687043747,39577.0606029156
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11224,11590,"T7p21","3.8",27465,75040.9836065574,16.4227687043747,4569.32597404042
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11564,13265,"T7p22","4A",245778,144490.299823633,16.4227687043747,8798.16932361375
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11634,11757,"T7p23","4.1",25647,208512.195121951,16.4227687043747,12696.5311924784
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11753,13265,"T7p24","4B",224759,148650.132275132,16.4227687043747,9051.4659830492
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",12987,13326,"T7p25","4.2",96968,286041.297935103,16.4227687043747,17417.3614135422
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",13351,13564,"T7p26","4.3",117532,551793.427230047,16.4227687043747,33599.2935882402
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",13583,13853,"T7p27","4.5",112841,417929.62962963,16.4227687043747,25448.1833820324
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",13926,14334,"T7p28","4.7",32555,79791.6666666667,16.4227687043747,4858.60016072758
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",14352,16467,"T7p29","5",222550,105224.586288416,16.4227687043747,6407.23791356731
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",16482,16839,"T7p30","5.3",57619,161397.759103641,16.4227687043747,9827.68265259978
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",16850,17359,"T7p31","5.5-5.7",98890,194282.907662083,16.4227687043747,11830.0946179879
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",16850,17150,"T7p32","5.5",68433,228110,16.4227687043747,13889.8625503528
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",17149,17359,"T7p33","5.7",54851,261195.238095238,16.4227687043747,15904.4581822346
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",17358,17517,"T7p34","5.9",47785,300534.591194969,16.4227687043747,18299.8735843435
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",17503,18406,"T7p35","6",226597,250937.984496124,16.4227687043747,15279.8830095731
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",18393,18507,"T7p36","6.3",45983,403359.649122807,16.4227687043747,24561.001642516
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",18604,18859,"T7p37","6.5",130141,510356.862745098,16.4227687043747,31076.1767356043
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",18863,19130,"T7p38","6.7",179039,670558.052434457,16.4227687043747,40830.9989932352
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",19129,19531,"T7p39","7",218127,542604.47761194,16.4227687043747,33039.7685907494
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",19534,19834,"T7p40","7.3",202370,674566.666666667,16.4227687043747,41075.087813115
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",19847,20240,"T7p41","7.7",168940,429872.773536896,16.4227687043747,26175.4142236922
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",20239,21850,"T7p42","8",377775,234497.206703911,16.4227687043747,14278.7864168997
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",21949,22873,"T7p43","9",177248,191826.83982684,16.4227687043747,11680.5420133416
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",22966,24162,"T7p44","10B",337023,281791.806020067,16.4227687043747,17158.6052932112
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",22966,24004,"T7p45","10A",299017,288070.327552987,16.4227687043747,17540.9112031305
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",24227,24818,"T7p46","11",19707,33345.1776649746,16.4227687043747,2030.42363107094
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",24841,27226,"T7p47","12",74581,31270.8595387841,16.4227687043747,1904.11617563938
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",27306,27723,"T7p48","13",43924,105333.333333333,16.4227687043747,6413.85963776466
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",27727,28318,"T7p49","14",131059,221758.037225042,16.4227687043747,13503.0847244394
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",28324,30568,"T7p50","15",331428,147695.187165775,16.4227687043747,8993.31835115187
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",30594,34551,"T7p51","16",372596,94161.2332575183,16.4227687043747,5733.5784819545
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",34623,36285,"T7p52","17",834825,502301.444043321,16.4227687043747,30585.6736513326
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",36343,36547,"T7p53","17.5",93891,460250,16.4227687043747,28025.1161229226
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",36552,36822,"T7p54","18",119177,441396.296296296,16.4227687043747,26877.0938836104
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",36916,37348,"T7p55","18.5",119809,277335.648148148,16.4227687043747,16887.2650611143
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",37031,37283,"T7p56","18.7",84414,334976.19047619,16.4227687043747,20397.0595035513
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",37369,39130,"T7p57","19",440741,250278.818852924,16.4227687043747,15239.7457065967
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",38015,38273,"T7p58","19.2",102189,396081.395348837,16.4227687043747,24117.820964216
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",38552,38726,"T7p59","19.3",59778,343551.724137931,16.4227687043747,20919.2329455639
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",39388,39538,"T7p60","19.5",92306,615373.333333333,16.4227687043747,37470.7422609813
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",890,1468,"T7p01","0.3",18834,32584.7750865052,22.6873343432137,1436.25401704595
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1277,1433,"T7p02","0.4",0,0,22.6873343432137,0
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1468,3138,"T7p03","0.7",29045,17392.2155688623,22.6873343432137,766.604630837325
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1495,1639,"T7p04","0.5",1,6.94444444444444,22.6873343432137,0.306093450177486
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1635,1972,"T7p05","0.6B",2,5.93471810089021,22.6873343432137,0.261587280863846
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1635,1797,"T7p06","0.6A",1,6.17283950617284,22.6873343432137,0.272083066824432
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",3138,5887,"T7p07","1",77269,28108.0392870135,22.6873343432137,1238.93088812443
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",5887,6448,"T7p08","1.2",144117,256893.048128342,22.6873343432137,11323.192237663
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",6006,6135,"T7p09","1.1",32004,248093.023255814,22.6873343432137,10935.3095212803
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",6448,7588,"T7p10","1.3",290627,254935.964912281,22.6873343432137,11236.928986703
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",7607,7763,"T7p11","1.4",18413,118032.051282051,22.6873343432137,5202.55264441667
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",7790,7880,"T7p12","1.5",30610,340111.111111111,22.6873343432137,14991.2328158926
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",7905,8166,"T7p13","1.6",72699,278540.229885057,22.6873343432137,12277.3449569396
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",8165,8756,"T7p14","1.7",164276,277962.774957699,22.6873343432137,12251.8922123103
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",8748,8895,"T7p15","1.8",65517,445693.87755102,22.6873343432137,19645.0526451707
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",8897,9092,"T7p16","2",63537,325830.769230769,22.6873343432137,14361.7916632076
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",9157,9856,"T7p17","2.5",222313,318044.3490701,22.6873343432137,14018.5860647501
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",9856,10276,"T7p18","2.8",168921,402192.857142857,22.6873343432137,17727.6382962621
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",10256,10706,"T7p19","3",184278,409506.666666667,22.6873343432137,18050.0124197782
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",10705,11161,"T7p20","3.5",327094,717311.403508772,22.6873343432137,31617.2624186383
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11224,11590,"T7p21","3.8",14163,38696.7213114754,22.6873343432137,1705.65306289721
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11564,13265,"T7p22","4A",132567,77934.7442680776,22.6873343432137,3435.1653256871
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11634,11757,"T7p23","4.1",12751,103666.666666667,22.6873343432137,4569.36302424952
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11753,13265,"T7p24","4B",123164,81457.671957672,22.6873343432137,3590.44701882476
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",12987,13326,"T7p25","4.2",51061,150622.418879056,22.6873343432137,6639.05316510271
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",13351,13564,"T7p26","4.3",63711,299112.676056338,22.6873343432137,13184.1260648504
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",13583,13853,"T7p27","4.5",55019,203774.074074074,22.6873343432137,8981.84295216807
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",13926,14334,"T7p28","4.7",26021,63776.9607843137,22.6873343432137,2811.1262354359
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",14352,16467,"T7p29","5",178052,84185.3427895981,22.6873343432137,3710.67581215331
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",16482,16839,"T7p30","5.3",61044,170991.596638655,22.6873343432137,7536.87471837357
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",16850,17359,"T7p31","5.5-5.7",119935,235628.683693517,22.6873343432137,10385.9131323641
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",16850,17150,"T7p32","5.5",81063,270210,22.6873343432137,11910.169608834
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",17149,17359,"T7p33","5.7",68141,324480.952380952,22.6873343432137,14302.2951692874
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",17358,17517,"T7p34","5.9",48464,304805.031446541,22.6873343432137,13435.0306137978
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",17503,18406,"T7p35","6",258142,285871.5393134,22.6873343432137,12600.4904317422
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",18393,18507,"T7p36","6.3",60424,530035.087719298,22.6873343432137,23362.5986949782
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",18604,18859,"T7p37","6.5",279039,1094270.58823529,22.6873343432137,48232.6646084192
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",18863,19130,"T7p38","6.7",300375,1125000,22.6873343432137,49587.1389287528
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",19129,19531,"T7p39","7",401647,999121.890547264,22.6873343432137,44038.7519940669
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",19534,19834,"T7p40","7.3",322069,1073563.33333333,22.6873343432137,47319.9414745022
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",19847,20240,"T7p41","7.7",262392,667664.122137405,22.6873343432137,29428.9365174856
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",20239,21850,"T7p42","8",486047,301705.152079454,22.6873343432137,13298.3958148305
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",21949,22873,"T7p43","9",268870,290984.848484848,22.6873343432137,12825.8720959825
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",22966,24162,"T7p44","10B",458335,383223.244147157,22.6873343432137,16891.5059984466
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",22966,24004,"T7p45","10A",423907,408388.246628131,22.6873343432137,18000.7153088168
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",24227,24818,"T7p46","11",35848,60656.5143824027,22.6873343432137,2673.5848938792
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",24841,27226,"T7p47","12",145786,61126.2054507338,22.6873343432137,2694.28768166491
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",27306,27723,"T7p48","13",78954,189338.129496403,22.6873343432137,8345.54322830962
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",27727,28318,"T7p49","14",220033,372306.260575296,22.6873343432137,16410.3131263926
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",28324,30568,"T7p50","15",581261,259028.966131907,22.6873343432137,11417.3380712481
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",30594,34551,"T7p51","16",735840,185959.059893859,22.6873343432137,8196.60243379293
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",34623,36285,"T7p52","17",1587820,955367.027677497,22.6873343432137,42110.1489150166
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",36343,36547,"T7p53","17.5",199993,980357.843137255,22.6873343432137,43211.6805044796
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",36552,36822,"T7p54","18",220376,816207.407407407,22.6873343432137,35976.3467607007
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",36916,37348,"T7p55","18.5",195751,453127.314814815,22.6873343432137,19972.699655231
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",37031,37283,"T7p56","18.7",133902,531357.142857143,22.6873343432137,23420.8715232376
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",37369,39130,"T7p57","19",786617,446687.677455991,22.6873343432137,19688.8568175752
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",38015,38273,"T7p58","19.2",170181,659616.279069767,22.6873343432137,29074.2080621329
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",38552,38726,"T7p59","19.3",115955,666408.045977012,22.6873343432137,29373.5718747562
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",39388,39538,"T7p60","19.5",301405,2009366.66666667,22.6873343432137,88567.7724967155
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",890,1468,"T7p01","0.3",34072,58948.0968858132,43.82649192023,1345.03343304562
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1277,1433,"T7p02","0.4",1,6.41025641025641,43.82649192023,0.14626441974694
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1468,3138,"T7p03","0.7",45988,27537.7245508982,43.82649192023,628.33513120376
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1495,1639,"T7p04","0.5",3,20.8333333333333,43.82649192023,0.475359364177557
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1635,1972,"T7p05","0.6B",4,11.8694362017804,43.82649192023,0.270827887009172
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1635,1797,"T7p06","0.6A",2,12.3456790123457,43.82649192023,0.281694438031145
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",3138,5887,"T7p07","1",163937,59635.1400509276,43.82649192023,1360.70986834793
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",5887,6448,"T7p08","1.2",270199,481638.146167558,43.82649192023,10989.6577404416
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",6006,6135,"T7p09","1.1",59524,461426.356589147,43.82649192023,10528.4802951832
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",6448,7588,"T7p10","1.3",514904,451670.175438597,43.82649192023,10305.8710758939
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7607,7763,"T7p11","1.4",29579,189608.974358974,43.82649192023,4326.35527169475
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7790,7880,"T7p12","1.5",70669,785211.111111111,43.82649192023,17916.3578171007
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7905,8166,"T7p13","1.6",176284,675417.624521073,43.82649192023,15411.1724422393
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8165,8756,"T7p14","1.7",531211,898834.179357022,43.82649192023,20508.9237120101
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8748,8895,"T7p15","1.8",221538,1507061.2244898,43.82649192023,34386.9919416057
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8897,9092,"T7p16","2",194846,999210.256410256,43.82649192023,22799.2297040099
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",9157,9856,"T7p17","2.5",601520,860543.633762518,43.82649192023,19635.2387804349
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",9856,10276,"T7p18","2.8",376339,896045.238095238,43.82649192023,20445.2877434534
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",10256,10706,"T7p19","3",755186,1678191.11111111,43.82649192023,38291.7052582178
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",10705,11161,"T7p20","3.5",703992,1543842.10526316,43.82649192023,35226.2304743249
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11224,11590,"T7p21","3.8",51723,141319.672131148,43.82649192023,3224.52621552207
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11564,13265,"T7p22","4A",342041,201082.304526749,43.82649192023,4588.14510850527
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11634,11757,"T7p23","4.1",35314,287105.691056911,43.82649192023,6550.96218012341
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11753,13265,"T7p24","4B",315188,208457.671957672,43.82649192023,4756.43070718716
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",12987,13326,"T7p25","4.2",153291,452185.840707965,43.82649192023,10317.6371389935
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13351,13564,"T7p26","4.3",216416,1016037.55868545,43.82649192023,23183.1824581071
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13583,13853,"T7p27","4.5",120617,446729.62962963,43.82649192023,10193.1414096008
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13926,14334,"T7p28","4.7",72720,178235.294117647,43.82649192023,4066.8391721167
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",14352,16467,"T7p29","5",507115,239770.685579196,43.82649192023,5470.90755097649
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16482,16839,"T7p30","5.3",207052,579977.591036415,43.82649192023,13233.4933877904
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16850,17359,"T7p31","5.5-5.7",235609,462886.05108055,43.82649192023,10561.7865085589
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16850,17150,"T7p32","5.5",156324,521080,43.82649192023,11889.6123593108
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17149,17359,"T7p33","5.7",134095,638547.619047619,43.82649192023,14569.9003290033
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17358,17517,"T7p34","5.9",100390,631383.647798742,43.82649192023,14406.4382097464
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17503,18406,"T7p35","6",462490,512170.542635659,43.82649192023,11686.3230478925
